date,13,37,48,49,51,67,69,76,81,88,96,100,107,109,112,115,122,126,129,130,138,150,163,165,170,173,177,181,183,184,186,188,189,190,193,196,197,198,204,208,209,212,213,216,223,230,232,233,234,238,241,244,245,247,254,260,261,264,265,276,278,280,284,286,289,294,296,298,300,301,302,303,304,307,309,310,312,314,315,316,317,321,324,326
2012-08-31,3.2281206,0.012742581,0.65411913,4.8138638,1.4158423,0.21917239,16.820206,21.71902,3.7661405,0.0,0.0,0.2775051,123.46145,17.528128,6.088122,2.075625,7.532281,12.062977,1.9765159,11.326738,143.00008,0.84101033,67.11092,5.691686,17.41486,34.263382,0.9259609,2.316318,2.0048327,15.007929,107.03768,6.569508,106.18817,7.532281,0.52102995,5.2669334,0.80419844,51.25349,0.2163407,1.3450502,0.84950536,1.7386544,0.09202975,0.1993506,2.0671299,2.6985955,0.06427924,0.4389111,0.85233706,0.15829118,8.664955,11.893075,44.457447,0.0,8.466737,6.626142,0.99108964,63.429737,2.1294267,10.477233,5.5784187,2.916635,9.825946,2.3276446,5.918221,0.04587329,9.96753,0.013592086,3.2281206,8.013667,2.9732687,12.289512,3.9926753,51.819828,13.1107,9.854262,3.7378237,2.8883183,45.87329,1.7046741,29.166351,5.0120816,27.892094,11.468323
2012-09-01,3.0582194,0.008778222,0.77021825,4.5590124,1.3875254,0.15829118,16.650305,20.727932,3.7095068,0.0,0.0,0.26476252,122.89511,16.96179,6.0031714,2.0303178,7.6455483,11.779808,2.0642982,11.326738,136.20403,0.8211885,66.26142,5.5784187,17.386543,34.263382,0.85233706,2.2993279,2.002001,14.922977,105.33867,6.5128746,106.471344,7.532281,0.52952504,5.2952504,0.85516876,50.97032,0.27325755,1.3620403,0.9316243,1.6763573,0.09797629,0.1894397,2.514536,2.7722192,0.063429736,0.44457448,0.89198065,0.14922978,8.608321,11.779808,46.15646,0.0,9.174658,6.6827755,1.0250698,64.27924,2.072793,12.062977,5.6067357,2.944952,9.740995,2.2483575,6.059805,0.044740617,10.307332,0.014724759,3.7944574,8.013667,3.0865362,14.158423,4.3324776,52.669334,13.280601,9.882579,3.9077249,2.944952,48.138638,1.9057238,30.582193,4.983765,27.892094,13.054066
2012-09-02,3.0299025,0.0056633693,0.8806539,4.162576,1.3592086,0.113267384,16.735256,19.963377,3.5962396,0.0,0.0,0.24437438,122.611946,16.820206,5.9465375,2.0104961,7.8154497,11.440006,1.7216642,11.779808,134.50502,0.7928717,65.69508,5.5501018,17.244959,33.69705,0.76172316,2.2993279,2.200219,14.8097105,104.77233,6.427924,106.75451,7.4473305,0.4870498,5.2102995,0.8211885,50.687153,0.18859018,1.3790305,0.9259609,1.6083969,0.088631734,0.22002189,3.3413877,2.7439024,0.06512874,0.45306954,0.93728757,0.14243375,8.523371,11.694858,46.722797,0.0,10.137431,6.6827755,1.0194064,64.56241,2.0699613,13.818621,5.663369,2.8600016,9.797628,2.2738428,6.116439,0.043041606,10.279016,0.014724759,4.0209923,6.9376273,3.2281206,14.922977,4.3324776,54.93468,13.3372345,9.910896,4.4740615,2.8316846,50.687153,2.126595,30.865362,4.955448,27.892094,13.790304
2012-09-03,2.9732687,0.004247527,0.77021825,3.68119,1.3308917,0.09061391,16.820206,19.340406,3.5679226,0.0,0.0,0.23134863,122.32877,16.452087,5.889904,1.993506,7.843766,11.185154,1.6961792,12.346145,134.50502,0.80136675,65.128746,5.4651513,17.188326,33.41388,0.66261417,2.4097636,2.1322587,14.72476,103.639656,6.3429737,106.471344,7.36238,0.47289136,5.0120816,0.76455486,50.687153,0.19227138,1.3223968,0.74473304,1.56309,0.08749905,0.24041001,3.652873,2.729744,0.083534695,0.4417428,0.9627728,0.14384958,8.466737,11.638224,47.85547,0.0,10.307332,6.597825,0.9627728,65.69508,2.0784566,13.1107,5.6067357,2.7523973,9.797628,2.3049912,6.0314884,0.0421921,10.137431,0.014158423,4.0209923,6.4845576,3.1998036,13.422185,4.0776258,56.350525,13.19565,9.939213,4.983765,2.8883183,49.55448,2.1181002,30.015858,6.0314884,27.807142,12.232878
2012-09-04,2.6164765,0.0045306953,0.736238,3.68119,1.0477233,0.09769312,16.820206,18.717436,3.5396059,0.0,0.0,0.23502983,117.51491,16.168919,5.83327,1.9736841,7.8154497,10.958619,2.6532884,13.620403,134.7882,0.8126935,64.84558,5.4651513,17.075058,33.13071,0.62013894,2.361625,2.0501397,14.441591,103.35649,6.258023,106.471344,7.2774296,0.6399607,4.955448,0.70792115,50.403988,0.1840595,1.3478818,0.781545,1.5234463,0.0889149,0.2973269,4.1342597,2.5796647,0.12629314,0.40493092,0.94861436,0.14441592,8.410103,13.365551,49.271313,0.0,9.96753,6.626142,0.9401193,67.11092,1.9991693,12.600997,5.635052,2.630635,9.542777,2.3219814,5.889904,0.041625764,9.96753,0.02208714,3.68119,6.626142,3.0015857,12.855848,3.9360416,53.51884,13.19565,9.939213,5.4934683,3.0299025,46.15646,2.290833,29.44952,5.0403986,27.665558,11.893075
2012-09-05,2.5598428,0.0056633693,0.781545,3.8510911,0.9627728,0.11185154,16.79189,18.151098,3.5396059,0.0,0.0,0.2514536,111.2852,16.112286,5.83327,1.9595257,7.9570336,10.732084,2.613645,13.903571,128.27531,0.84384197,64.56241,5.408518,17.075058,33.13071,0.6399607,2.3106546,2.0699613,14.469909,103.639656,6.258023,105.90501,7.4473305,0.84101033,5.0687156,0.7390697,50.403988,0.17160009,1.3535452,0.76738656,1.4979612,0.086649545,0.28316846,4.3041606,2.3729517,0.12317828,0.41625762,0.951446,0.14441592,9.514461,13.422185,49.83765,0.0,9.684361,6.626142,0.9259609,67.67726,1.9793476,11.04357,5.635052,2.1350904,9.118025,2.1124368,5.918221,0.041059427,9.910896,0.02378615,3.8227742,6.626142,2.9732687,12.544363,4.2758436,52.102997,12.969115,9.316242,5.4368343,2.9732687,44.457447,2.254021,29.166351,4.785547,27.608925,11.751492
2012-09-06,3.4829721,0.014441592,0.6994261,3.7944574,1.0194064,0.087215886,16.820206,18.6608,3.652873,0.0,0.0,0.27580607,111.2852,15.772483,5.7483196,1.9481992,7.9853506,10.675451,2.531526,13.167334,123.74462,0.84384197,64.27924,5.2952504,16.79189,33.13071,0.66544586,2.2795062,2.0444763,14.951295,102.223816,6.399607,105.90501,7.560598,0.8155252,5.0403986,0.66261417,51.25349,0.21096049,1.3988522,0.72774297,1.4951295,0.11185154,0.21322586,4.1059427,2.4352489,0.1203466,0.41908932,0.93445593,0.1472476,9.486143,13.365551,48.988144,0.0,9.486143,6.654459,0.92879254,65.97825,1.9708525,11.496639,5.635052,2.225704,9.42951,2.0642982,5.9465375,0.041342597,9.316242,0.016990108,4.1059427,6.597825,2.8883183,12.459413,3.9077249,50.97032,12.516046,8.523371,5.6067357,2.916635,43.607944,2.2370307,29.166351,4.643963,27.580608,11.751492
2012-09-07,3.3413877,0.029732687,0.9146341,4.0209923,1.472476,0.070225775,16.310503,18.4909,3.7095068,0.0,0.0,0.30865362,110.71887,16.112286,5.7483196,1.9312088,8.098618,10.675451,2.944952,14.18674,124.02779,0.89481235,64.84558,5.351884,16.735256,33.41388,0.6965944,2.3219814,2.1435852,15.121196,99.39213,6.5128746,103.35649,7.6172314,0.8693272,5.125349,0.62297064,51.53666,0.21888922,1.4838028,1.0590501,1.3790305,0.14894661,0.26929322,4.049309,2.6278033,0.123744614,0.44457448,1.0477233,0.15036245,9.599411,13.223968,48.988144,0.0,9.542777,6.5411916,0.93728757,65.97825,1.9850109,11.949709,5.635052,2.4012687,9.684361,2.0161593,6.0031714,0.0421921,8.495054,0.017556444,3.9926753,6.569508,3.0015857,12.402779,3.68119,50.687153,12.062977,8.325152,5.889904,2.916635,43.324776,2.4182587,29.166351,4.67228,27.580608,11.723174
2012-09-08,3.0299025,0.0314317,1.1864759,4.1059427,1.7556444,0.061447557,14.866344,17.839613,3.6245563,0.0,0.0,0.3001586,109.86936,15.999018,5.720003,1.8887335,8.325152,10.3922825,3.0015857,13.931889,123.17828,0.8580004,65.41191,5.2952504,16.621988,33.13071,0.75889146,2.341803,2.1520803,15.092879,100.5248,6.399607,103.92283,7.730499,0.84950536,5.2386165,0.5918221,51.819828,0.210111,1.3082383,1.0703768,1.2317828,0.17839614,0.30582196,4.3324776,2.828853,0.12487729,0.4417428,0.9995847,0.14554858,9.6277275,13.1107,48.988144,0.0,9.401193,6.456241,0.95994115,65.69508,1.9595257,11.723174,5.521785,2.443744,9.882579,1.9963377,5.9465375,0.038794078,8.1552515,0.018122781,4.049309,6.5128746,3.0299025,12.176244,4.190893,50.403988,11.949709,8.35347,5.663369,2.8883183,42.47527,2.5796647,28.883183,4.8421807,27.523975,11.66654
